step,loss_no_act,loss_act,entropy_no_act,entropy_act
1587,1.74613687,1.74613695,2.22717736,2.22717734
1588,2.49423020,2.49423011,2.23726717,2.23726719
1589,2.15192243,2.15192243,2.22541711,2.22541707
1590,2.08940348,2.08940342,2.25110394,2.25110395
1591,3.12019772,3.12019763,2.17057215,2.17057222
1592,2.63647481,2.63647491,2.20106821,2.20106827
1593,2.59105251,2.59105251,2.27187184,2.27187178
1594,2.14980512,2.14980505,2.26629968,2.26629976
1595,2.25524653,2.25524653,2.25062971,2.25062967
1596,2.27411625,2.27411625,2.27495349,2.27495353
1597,2.07395771,2.07395759,2.26458236,2.26458240
1598,3.14831352,3.14831352,2.24968099,2.24968095
1599,1.93830230,1.93830230,2.25072824,2.25072827
1600,2.04829599,2.04829587,2.26466461,2.26466467
1601,2.81245719,2.81245719,2.23256699,2.23256708
1602,2.63963541,2.63963530,2.19035711,2.19035718
1603,2.58912723,2.58912713,2.23555302,2.23555306
1604,2.16780336,2.16780329,2.26812950,2.26812953
1605,1.95750836,1.95750826,2.27071518,2.27071522
1606,2.20901790,2.20901790,2.24461610,2.24461612
1607,2.97146308,2.97146308,2.24532042,2.24532046
1608,2.52671681,2.52671690,2.25473929,2.25473922
1609,2.56289436,2.56289436,2.25344321,2.25344322
1610,2.33508403,2.33508411,2.28203675,2.28203674
1611,2.22203212,2.22203205,2.25872123,2.25872129
1612,2.26676055,2.26676055,2.26784978,2.26784973
1613,2.21094448,2.21094448,2.26693867,2.26693870
1614,2.81857056,2.81857056,2.28262900,2.28262905
1615,1.93897508,1.93897508,2.27883541,2.27883546
1616,2.74209429,2.74209440,2.25749505,2.25749501
1617,2.04732823,2.04732835,2.26258508,2.26258507
1618,2.40056204,2.40056204,2.26872734,2.26872728
1619,2.86882559,2.86882552,2.25065056,2.25065054
1620,2.24276037,2.24276037,2.23941117,2.23941121
1621,2.30959960,2.30959960,2.25335509,2.25335505
1622,2.35122871,2.35122879,2.26499108,2.26499103
1623,2.41072891,2.41072899,2.26539851,2.26539855
1624,2.62446567,2.62446567,2.27859154,2.27859151
1625,2.54102940,2.54102930,2.25819012,2.25819017
1626,1.88264316,1.88264316,2.24087229,2.24087229
1627,2.78244374,2.78244380,2.23303500,2.23303500
1628,2.58826065,2.58826075,2.20332369,2.20332370
1629,2.73206560,2.73206560,2.23006430,2.23006424
1630,2.52087272,2.52087253,2.27702591,2.27702601
1631,2.15095726,2.15095732,2.24792187,2.24792179
1632,2.21319223,2.21319223,2.26032187,2.26032173
1633,2.02587460,2.02587449,2.27209446,2.27209448
1634,2.41323228,2.41323220,2.27566050,2.27566053
1635,2.06292960,2.06292960,2.28138784,2.28138782
1636,2.18316998,2.18317017,2.26106639,2.26106626
1637,3.00433432,3.00433447,2.25518602,2.25518597
1638,2.69828013,2.69828013,2.26515700,2.26515697
1639,2.44596743,2.44596743,2.26596009,2.26596007
1640,2.08464866,2.08464872,2.27059335,2.27059334
1641,2.22790719,2.22790719,2.27997910,2.27997907
1642,2.37386075,2.37386059,2.26872636,2.26872644
1643,3.04152891,3.04152891,2.27435300,2.27435306
1644,2.35715251,2.35715259,2.26291368,2.26291363
1645,2.50487467,2.50487458,2.28358910,2.28358907
1646,2.33689902,2.33689902,2.28120058,2.28120057
1647,1.79675786,1.79675786,2.25329614,2.25329611
1648,2.60065283,2.60065283,2.26789196,2.26789198
1649,2.55993528,2.55993519,2.27321967,2.27321974
1650,2.34503984,2.34503984,2.28471509,2.28471504
1651,2.33699294,2.33699294,2.28588076,2.28588073
1652,2.57957390,2.57957380,2.27709655,2.27709653
1653,2.36042988,2.36042981,2.27833448,2.27833452
1654,3.01118294,3.01118287,2.25946807,2.25946810
1655,2.13308464,2.13308470,2.25773173,2.25773165
1656,2.28484146,2.28484146,2.27385453,2.27385453
1657,2.59232788,2.59232788,2.28064922,2.28064921
1658,2.42548246,2.42548246,2.28259736,2.28259737
1659,2.94786848,2.94786855,2.24078029,2.24078022
1660,2.17165774,2.17165774,2.26599441,2.26599436
1661,3.11494288,3.11494288,2.21008923,2.21008921
1662,2.28178248,2.28178248,2.26654363,2.26654367
1663,1.99623555,1.99623555,2.25668797,2.25668797
1664,2.11061143,2.11061149,2.27991599,2.27991596
1665,2.44154492,2.44154483,2.27592729,2.27592727
1666,1.91243864,1.91243874,2.28052022,2.28052019
1667,2.25057652,2.25057652,2.25911449,2.25911455
1668,2.30652853,2.30652853,2.27363033,2.27363036
1669,2.47428012,2.47428012,2.28791628,2.28791628
1670,2.26480550,2.26480550,2.25825734,2.25825737
1671,2.53527572,2.53527572,2.26962878,2.26962882
1672,2.35028497,2.35028505,2.25529077,2.25529075
1673,2.36936080,2.36936064,2.25441644,2.25441651
1674,2.55282841,2.55282860,2.25656481,2.25656475
1675,1.89889853,1.89889853,2.27561955,2.27561953
1676,2.21220823,2.21220830,2.26950119,2.26950110
1677,2.52410249,2.52410249,2.23891442,2.23891442
1678,2.44346114,2.44346106,2.24831167,2.24831178
1679,1.96386009,1.96386020,2.26095431,2.26095424
1680,2.51015342,2.51015342,2.21840531,2.21840531
1681,2.15698920,2.15698920,2.25810115,2.25810118
1682,2.08623505,2.08623517,2.29179292,2.29179283
1683,2.05102655,2.05102655,2.27247391,2.27247396
1684,2.73831862,2.73831862,2.26187358,2.26187359
1685,2.15111163,2.15111163,2.27678387,2.27678379
1686,1.99598230,1.99598241,2.26904718,2.26904714
1687,2.40296872,2.40296881,2.27007833,2.27007828
1688,2.16461987,2.16461968,2.25051070,2.25051085
1689,1.86189711,1.86189711,2.25277505,2.25277505
1690,2.37624846,2.37624846,2.27922850,2.27922848
1691,2.33595799,2.33595799,2.27611167,2.27611171
1692,2.23371557,2.23371564,2.27607652,2.27607645
1693,2.14595668,2.14595662,2.24834442,2.24834444
1694,3.03489104,3.03489104,2.26199241,2.26199245
1695,2.14963886,2.14963886,2.28802350,2.28802352
1696,2.43260353,2.43260370,2.27883858,2.27883850
1697,2.53103673,2.53103663,2.29131220,2.29131227
1698,2.53877819,2.53877828,2.27696499,2.27696503
1699,2.06422238,2.06422249,2.27511149,2.27511139
1700,2.15425773,2.15425767,2.26633793,2.26633797
1701,2.46472322,2.46472330,2.25519414,2.25519415
1702,2.56528536,2.56528536,2.25619643,2.25619638
1703,2.27233123,2.27233130,2.24076180,2.24076178
1704,1.93113625,1.93113625,2.20788812,2.20788816
1705,1.77759058,1.77759058,2.25411607,2.25411601
1706,2.15426698,2.15426704,2.24081508,2.24081497
1707,2.48086278,2.48086287,2.25114717,2.25114714
1708,2.20585333,2.20585333,2.27066891,2.27066894
1709,2.11374651,2.11374645,2.26781484,2.26781491
1710,1.87860466,1.87860466,2.25754087,2.25754089
1711,2.70178372,2.70178361,2.24807047,2.24807044
1712,2.33401692,2.33401692,2.26623756,2.26623763
1713,2.10691517,2.10691511,2.25475556,2.25475564
1714,2.42861180,2.42861189,2.26656702,2.26656693
1715,2.45993563,2.45993563,2.26009465,2.26009462
1716,2.52104521,2.52104531,2.26781577,2.26781578
1717,2.41593669,2.41593677,2.29130815,2.29130813
1718,2.80234105,2.80234111,2.23568196,2.23568193
1719,2.24480959,2.24480952,2.24624497,2.24624501
1720,2.97434860,2.97434867,2.25256690,2.25256688
1721,2.44494937,2.44494937,2.23520194,2.23520195
1722,2.68175996,2.68175996,2.23421456,2.23421457
1723,2.66660199,2.66660210,2.21429228,2.21429221
1724,2.29466281,2.29466289,2.24351631,2.24351620
1725,2.55137669,2.55137659,2.26375964,2.26375968
1726,2.01993985,2.01993985,2.27578690,2.27578691
1727,2.99010088,2.99010096,2.21916251,2.21916247
1728,2.35913803,2.35913811,2.25506139,2.25506139
1729,2.38685540,2.38685540,2.25804516,2.25804519
1730,2.55313285,2.55313285,2.25237121,2.25237120
1731,2.94142838,2.94142838,2.21575109,2.21575113
1732,2.75729464,2.75729476,2.25876922,2.25876919
1733,2.19219428,2.19219415,2.26670575,2.26670577
1734,2.37051497,2.37051489,2.26165408,2.26165415
1735,1.79953725,1.79953725,2.23863079,2.23863078
1736,2.01184400,2.01184411,2.24501014,2.24501000
1737,2.28856371,2.28856364,2.26160010,2.26160003
1738,2.66038366,2.66038356,2.26935257,2.26935261
1739,2.64110035,2.64110025,2.27009864,2.27009874
1740,2.54378560,2.54378570,2.28920915,2.28920910
1741,2.36990704,2.36990712,2.25104042,2.25104039
1742,2.51775710,2.51775719,2.26882112,2.26882111
1743,2.15450314,2.15450301,2.27359477,2.27359480
1744,2.61956492,2.61956492,2.23817176,2.23817162
1745,2.20033398,2.20033405,2.27913508,2.27913501
1746,1.97539902,1.97539902,2.24715379,2.24715375
1747,2.12588876,2.12588895,2.25377000,2.25376987
1748,2.50841377,2.50841377,2.25259946,2.25259956
1749,2.17669876,2.17669883,2.26159526,2.26159521
1750,2.19645674,2.19645674,2.27184716,2.27184723
1751,2.52279696,2.52279696,2.28701742,2.28701741
1752,2.51357961,2.51357961,2.29196530,2.29196530
1753,2.36387424,2.36387424,2.27417650,2.27417647
1754,2.29880917,2.29880917,2.29338239,2.29338239
1755,2.65911751,2.65911751,2.24947562,2.24947567
1756,2.29181718,2.29181733,2.24199313,2.24199305
1757,2.65192929,2.65192929,2.22498841,2.22498837
1758,2.28012571,2.28012571,2.27387382,2.27387388
1759,2.06298682,2.06298682,2.26009893,2.26009896
1760,2.20332187,2.20332187,2.22388861,2.22388855
1761,2.35204989,2.35204989,2.25602917,2.25602919
1762,2.02984010,2.02984010,2.26825017,2.26825015
1763,2.72221073,2.72221073,2.23872083,2.23872082
1764,3.05053930,3.05053938,2.24740365,2.24740369
1765,2.37769232,2.37769232,2.27694254,2.27694257
1766,2.76725724,2.76725712,2.24458355,2.24458366
1767,2.27215566,2.27215559,2.26858217,2.26858226
1768,2.66385757,2.66385757,2.27959200,2.27959202
1769,2.16724486,2.16724479,2.27497128,2.27497130
1770,2.05696439,2.05696439,2.26136181,2.26136175
1771,1.91294485,1.91294495,2.24386036,2.24386029
1772,2.60984968,2.60984968,2.24657253,2.24657257
1773,2.44299677,2.44299677,2.24378834,2.24378835
1774,2.35748902,2.35748894,2.26849490,2.26849488
1775,2.96362260,2.96362275,2.26471862,2.26471855
1776,2.47475457,2.47475457,2.26897679,2.26897687
1777,2.28762479,2.28762479,2.25730015,2.25730010
1778,2.94977430,2.94977437,2.26234561,2.26234551
1779,2.25886673,2.25886666,2.28292818,2.28292831
1780,2.63008531,2.63008531,2.27115783,2.27115781
1781,2.63497351,2.63497341,2.26133066,2.26133076
1782,2.22063013,2.22062999,2.24832981,2.24832987
1783,2.46039765,2.46039774,2.25820201,2.25820196
1784,1.92314120,1.92314110,2.26010790,2.26010797
1785,2.28311079,2.28311079,2.25649824,2.25649829
1786,2.63337437,2.63337437,2.25440039,2.25440043
1787,2.22299260,2.22299260,2.26625782,2.26625782
1788,2.55062106,2.55062106,2.23677856,2.23677864
1789,2.85155583,2.85155590,2.25889043,2.25889039
1790,2.16389224,2.16389230,2.28169561,2.28169562
1791,2.63181154,2.63181143,2.27311464,2.27311465
1792,2.13511835,2.13511822,2.24339009,2.24339021
1793,2.24094311,2.24094304,2.27512331,2.27512334
1794,2.50002586,2.50002595,2.18385820,2.18385817
1795,2.52909892,2.52909873,2.17485167,2.17485173
1796,2.04204976,2.04204976,2.20848568,2.20848563
1797,1.92257854,1.92257834,2.20525707,2.20525717
1798,2.13919340,2.13919334,2.26238501,2.26238507
1799,2.64726791,2.64726791,2.26806513,2.26806510
1800,1.82489740,1.82489731,2.26715630,2.26715631
1801,2.11260593,2.11260587,2.25219390,2.25219395
1802,2.42493356,2.42493356,2.28811107,2.28811116
1803,2.41531678,2.41531686,2.27095472,2.27095470
1804,2.19701778,2.19701778,2.26100377,2.26100374
1805,1.86749304,1.86749284,2.26411715,2.26411723
1806,2.28516929,2.28516943,2.27219193,2.27219186
1807,2.23113931,2.23113924,2.25739306,2.25739314
1808,1.93643989,1.93643989,2.26461724,2.26461719
1809,2.85565632,2.85565625,2.25003320,2.25003327
1810,2.58200615,2.58200615,2.26291872,2.26291876
1811,2.25481911,2.25481911,2.22466231,2.22466228
1812,2.42813011,2.42813019,2.23527326,2.23527322
1813,2.81392886,2.81392886,2.25165938,2.25165936
1814,1.86628122,1.86628131,2.26356933,2.26356926
1815,1.94657434,1.94657445,2.24875398,2.24875396
1816,2.31986462,2.31986462,2.28160513,2.28160521
1817,2.50512772,2.50512782,2.26697947,2.26697945
1818,2.34293756,2.34293756,2.26845632,2.26845635
1819,2.36194855,2.36194855,2.23301929,2.23301932
1820,2.03353681,2.03353669,2.23868347,2.23868350
1821,2.53472911,2.53472920,2.25793451,2.25793448
1822,2.08710547,2.08710553,2.25859982,2.25859983
1823,2.52946744,2.52946754,2.24591411,2.24591399
1824,2.20372553,2.20372560,2.26118844,2.26118841
1825,2.82355963,2.82355963,2.25926375,2.25926381
1826,2.52184959,2.52184968,2.26191012,2.26191008
1827,2.04097686,2.04097686,2.27699168,2.27699169
1828,2.54337612,2.54337612,2.26200030,2.26200024
1829,2.59460290,2.59460280,2.25586030,2.25586038
1830,2.38558435,2.38558443,2.26849543,2.26849541
1831,2.40222747,2.40222747,2.28844770,2.28844772
1832,2.80668472,2.80668472,2.23816250,2.23816257
1833,2.36116282,2.36116274,2.23300704,2.23300708
1834,3.01710701,3.01710709,2.23887507,2.23887505
1835,2.91154231,2.91154231,2.26391764,2.26391769
1836,2.36485619,2.36485627,2.25735812,2.25735806
1837,2.68532349,2.68532338,2.27181977,2.27181978
1838,2.41529251,2.41529259,2.25844449,2.25844445
1839,2.11215853,2.11215859,2.28776852,2.28776850
1840,2.19385068,2.19385068,2.28653434,2.28653431
1841,2.57590118,2.57590118,2.24506308,2.24506310
1842,2.65975241,2.65975241,2.27241671,2.27241680
1843,2.54859189,2.54859189,2.24528509,2.24528514
1844,2.08177491,2.08177491,2.23366181,2.23366181
1845,2.59704723,2.59704723,2.23698028,2.23698024
1846,2.07607739,2.07607739,2.27776513,2.27776521
1847,2.67988880,2.67988891,2.27467166,2.27467161
1848,1.65537138,1.65537146,2.24750385,2.24750382
1849,2.60712321,2.60712321,2.26289843,2.26289848
1850,2.37931452,2.37931452,2.24244496,2.24244491
1851,2.27877946,2.27877938,2.22490675,2.22490676
1852,1.92927872,1.92927851,2.22093146,2.22093158
1853,2.61256440,2.61256430,2.24707103,2.24707112
1854,2.23758431,2.23758445,2.24849111,2.24849105
1855,2.15853168,2.15853174,2.24347886,2.24347884
1856,2.11959347,2.11959341,2.25334518,2.25334518
1857,1.82070933,1.82070933,2.26166949,2.26166954
1858,2.80886213,2.80886207,2.26671076,2.26671077
1859,2.66970367,2.66970356,2.24704017,2.24704013
1860,2.55833860,2.55833850,2.27546949,2.27546954
1861,2.75635436,2.75635436,2.26644653,2.26644652
1862,2.55337313,2.55337313,2.28052061,2.28052061
1863,2.24413605,2.24413605,2.29105927,2.29105928
1864,2.20127437,2.20127437,2.27120572,2.27120579
1865,2.70880289,2.70880300,2.24068525,2.24068525
1866,2.19779583,2.19779590,2.27041401,2.27041403
1867,2.18557869,2.18557876,2.24099415,2.24099415
1868,1.88283567,1.88283567,2.26341639,2.26341637
1869,2.46424825,2.46424825,2.26571635,2.26571633
1870,1.97677313,1.97677302,2.26048418,2.26048421
1871,1.86118269,1.86118269,2.21952466,2.21952463
1872,2.51451917,2.51451917,2.22963840,2.22963843
1873,2.28675105,2.28675113,2.24231397,2.24231401
1874,2.08824810,2.08824810,2.22227748,2.22227747
1875,2.22730657,2.22730657,2.21239005,2.21239007
1876,2.07945077,2.07945077,2.24892041,2.24892045
1877,2.40529823,2.40529815,2.23291655,2.23291647
1878,2.38568393,2.38568393,2.23988616,2.23988620
1879,2.12046691,2.12046691,2.24419985,2.24419989
1880,2.14954980,2.14954993,2.26609108,2.26609108
1881,2.34653639,2.34653647,2.23288641,2.23288639
1882,2.80786915,2.80786903,2.26736503,2.26736508
1883,2.77937502,2.77937490,2.26520341,2.26520346
1884,1.82268419,1.82268419,2.22583652,2.22583655
1885,2.60208193,2.60208193,2.24774447,2.24774450
1886,2.00159108,2.00159119,2.26501388,2.26501378
1887,2.38648051,2.38648051,2.27748315,2.27748315
1888,2.65832243,2.65832232,2.26910331,2.26910335
1889,3.08830430,3.08830422,2.22335761,2.22335759
1890,2.43253115,2.43253107,2.25354945,2.25354950
1891,2.15514714,2.15514714,2.24749802,2.24749795
1892,2.57475847,2.57475847,2.27583159,2.27583161
1893,2.12353430,2.12353430,2.26387968,2.26387966
1894,2.45791755,2.45791737,2.24497022,2.24497038
1895,2.78825127,2.78825127,2.20236652,2.20236658
1896,2.39131420,2.39131420,2.24591219,2.24591221
1897,2.41012018,2.41012010,2.22402760,2.22402773
1898,2.59312178,2.59312168,2.22687599,2.22687601
1899,2.45120240,2.45120240,2.20179250,2.20179251
1900,2.04791647,2.04791647,2.27169676,2.27169669
1901,2.10097636,2.10097630,2.25875261,2.25875268
1902,2.26273941,2.26273927,2.24972255,2.24972265
1903,1.99154659,1.99154659,2.25627367,2.25627364
1904,2.37588425,2.37588433,2.24017117,2.24017117
1905,2.00021771,2.00021760,2.27129396,2.27129402
1906,1.88779096,1.88779096,2.26586777,2.26586776
1907,2.29845578,2.29845578,2.26801943,2.26801944
1908,1.73106755,1.73106747,2.20972246,2.20972256
1909,1.85914283,1.85914283,2.23772227,2.23772227
1910,2.97853079,2.97853079,2.20891220,2.20891229
1911,1.84017284,1.84017265,2.25100378,2.25100389
1912,2.80707228,2.80707253,2.22360984,2.22360975
1913,2.31381497,2.31381497,2.26827899,2.26827902
1914,2.40016102,2.40016102,2.26031300,2.26031307
1915,2.18884581,2.18884587,2.27311909,2.27311902
1916,1.85066678,1.85066678,2.25054788,2.25054797
1917,1.90358705,1.90358705,2.26171051,2.26171066
1918,2.61402111,2.61402111,2.27170474,2.27170469
1919,3.38314621,3.38314621,2.22981179,2.22981179
1920,1.77847996,1.77848013,2.22612364,2.22612358
1921,2.53519975,2.53519975,2.23427249,2.23427248
1922,2.46096331,2.46096331,2.25866694,2.25866696
1923,2.62992530,2.62992520,2.25984069,2.25984075
1924,2.25575922,2.25575922,2.26602497,2.26602498
1925,2.16218439,2.16218439,2.24890368,2.24890373
1926,2.79758871,2.79758871,2.27454026,2.27454023
1927,2.68819952,2.68819952,2.26856425,2.26856423
1928,2.10042869,2.10042869,2.27947790,2.27947790
1929,2.54214896,2.54214896,2.27255253,2.27255249
1930,2.63628870,2.63628881,2.25248801,2.25248805
1931,2.70246364,2.70246364,2.23924650,2.23924651
1932,2.62194764,2.62194754,2.25737107,2.25737116
1933,2.49168557,2.49168557,2.24666592,2.24666591
1934,2.42652508,2.42652508,2.27945840,2.27945836
1935,2.91571932,2.91571932,2.25892769,2.25892771
1936,2.17752467,2.17752467,2.24804068,2.24804069
1937,2.51344198,2.51344198,2.26397937,2.26397941
1938,2.91281991,2.91282005,2.25673000,2.25672993
1939,2.95378539,2.95378539,2.25455016,2.25455015
1940,2.33093245,2.33093245,2.27814146,2.27814148
1941,2.36403989,2.36404005,2.27018655,2.27018648
1942,2.23510185,2.23510191,2.27486927,2.27486928
1943,2.18911555,2.18911555,2.27685844,2.27685847
1944,2.28946447,2.28946447,2.26341683,2.26341691
1945,2.30878518,2.30878518,2.27432505,2.27432512
1946,2.19765649,2.19765656,2.26444505,2.26444510
1947,1.99106337,1.99106337,2.27034005,2.27034004
1948,2.81846216,2.81846216,2.24117888,2.24117886
1949,2.38646706,2.38646706,2.25796359,2.25796355
1950,2.58383998,2.58383998,2.26145158,2.26145156
1951,2.37779706,2.37779706,2.23862748,2.23862752
1952,2.53068606,2.53068596,2.25561925,2.25561931
1953,2.09689209,2.09689209,2.26738942,2.26738944
1954,2.08908994,2.08908994,2.26210042,2.26210042
1955,1.98232305,1.98232305,2.26751360,2.26751364
1956,2.42646680,2.42646680,2.25375394,2.25375392
1957,2.15117253,2.15117253,2.22301836,2.22301835
1958,2.97969459,2.97969445,2.22238956,2.22238962
1959,2.44550602,2.44550602,2.23699883,2.23699882
1960,1.86396422,1.86396413,2.24195040,2.24195040
1961,2.59287105,2.59287115,2.25192087,2.25192085
1962,2.71243453,2.71243464,2.23006745,2.23006737
1963,2.01685472,2.01685461,2.27085582,2.27085596
1964,2.37952982,2.37952990,2.22461978,2.22461979
1965,2.72045938,2.72045938,2.20744580,2.20744587
1966,2.26839077,2.26839077,2.27416022,2.27416025
1967,2.48796605,2.48796596,2.26555840,2.26555843
1968,2.62308000,2.62308000,2.29365016,2.29365007
1969,2.67796745,2.67796734,2.27203444,2.27203452
1970,2.31109382,2.31109389,2.27369809,2.27369803
1971,2.59967953,2.59967953,2.26192039,2.26192041
1972,2.00348894,2.00348883,2.23544818,2.23544825
1973,2.76440400,2.76440400,2.24169890,2.24169888
1974,2.31403516,2.31403516,2.21424865,2.21424862
1975,2.21245242,2.21245242,2.26869048,2.26869045
1976,2.25563338,2.25563338,2.24877960,2.24877971
1977,2.14426772,2.14426779,2.27524525,2.27524523
1978,2.57575391,2.57575401,2.27014354,2.27014346
1979,2.45563901,2.45563901,2.27805966,2.27805969
1980,1.97111659,1.97111659,2.26049052,2.26049053
1981,2.35792604,2.35792588,2.25962355,2.25962362
1982,2.75065884,2.75065884,2.22241924,2.22241921
1983,1.94931759,1.94931759,2.24128801,2.24128794
1984,2.74829220,2.74829220,2.21393067,2.21393059
1985,1.86755794,1.86755794,2.24335311,2.24335308
1986,2.44417309,2.44417301,2.25172433,2.25172436
1987,2.18561435,2.18561435,2.24820027,2.24820019
1988,2.45571473,2.45571456,2.20187589,2.20187601
1989,1.89340454,1.89340454,2.22675925,2.22675924
1990,2.58808578,2.58808578,2.19808279,2.19808275
1991,2.20056412,2.20056418,2.27578116,2.27578109
1992,2.27348507,2.27348507,2.25836754,2.25836748
1993,1.80961157,1.80961157,2.23148071,2.23148070
1994,2.36922763,2.36922771,2.28372457,2.28372450
1995,2.34669772,2.34669772,2.27104714,2.27104710
1996,2.76130555,2.76130566,2.26906085,2.26906080
1997,2.47438168,2.47438177,2.27041313,2.27041312
1998,2.86829062,2.86829055,2.23252276,2.23252286
1999,2.00480641,2.00480641,2.24763740,2.24763748
2000,1.98894051,1.98894062,2.25774998,2.25775003
2001,2.44591283,2.44591292,2.24077071,2.24077060
2002,2.46206004,2.46206004,2.24642786,2.24642788
2003,1.71193459,1.71193459,2.23754723,2.23754723
2004,2.52083463,2.52083454,2.25525075,2.25525080
2005,1.84062573,1.84062573,2.25242366,2.25242366
2006,2.09287137,2.09287131,2.27292202,2.27292201
2007,2.33515454,2.33515462,2.24990683,2.24990684
2008,2.76164590,2.76164590,2.27628990,2.27628990
2009,2.27577570,2.27577570,2.26698459,2.26698463
2010,1.83536115,1.83536115,2.25818369,2.25818372
2011,2.39904221,2.39904213,2.26030370,2.26030371
2012,2.44339570,2.44339570,2.27161385,2.27161388
2013,2.85932017,2.85932024,2.23451246,2.23451244
2014,2.75365975,2.75365975,2.23030925,2.23030921
2015,2.73548865,2.73548865,2.20025355,2.20025352
2016,2.38771952,2.38771952,2.24409019,2.24409029
2017,2.55645745,2.55645745,2.27241845,2.27241846
2018,2.16306578,2.16306585,2.28285756,2.28285750
2019,2.59094057,2.59094057,2.27280868,2.27280867
2020,2.24496200,2.24496185,2.25486691,2.25486699
2021,2.24263461,2.24263461,2.27146752,2.27146747
2022,1.98260121,1.98260110,2.26663318,2.26663314
2023,2.46595136,2.46595127,2.25513372,2.25513374
2024,2.40739792,2.40739792,2.29189044,2.29189039
2025,2.33773637,2.33773644,2.23726148,2.23726149
2026,2.59536146,2.59536156,2.26720355,2.26720355
2027,2.13861024,2.13861024,2.24435719,2.24435718
2028,2.31839563,2.31839555,2.25236324,2.25236325
2029,2.22517660,2.22517660,2.26229151,2.26229154
2030,2.14357101,2.14357101,2.24033529,2.24033529
2031,1.94865351,1.94865351,2.26571429,2.26571431
2032,2.55957877,2.55957877,2.24642723,2.24642726
2033,1.93146869,1.93146880,2.23720884,2.23720882
2034,2.68775764,2.68775764,2.26736634,2.26736635
2035,2.76460905,2.76460905,2.22125027,2.22125021
2036,2.08648551,2.08648545,2.27231520,2.27231526
2037,2.87226175,2.87226182,2.25261010,2.25261011
2038,2.74185762,2.74185762,2.26133254,2.26133254
2039,2.18177273,2.18177273,2.27343196,2.27343187
2040,2.65896002,2.65896002,2.24721958,2.24721961
2041,2.10161793,2.10161799,2.27505180,2.27505174
2042,1.85364457,1.85364467,2.27331276,2.27331265
2043,2.98697277,2.98697277,2.24703110,2.24703111
2044,2.62314467,2.62314478,2.26069532,2.26069538
2045,2.46610919,2.46610919,2.24594304,2.24594305
2046,1.76629353,1.76629353,2.23451414,2.23451413
2047,2.37463475,2.37463467,2.24673639,2.24673647
2048,2.76601724,2.76601724,2.24467285,2.24467284
2049,2.31577071,2.31577078,2.21897857,2.21897860
2050,2.00649770,2.00649770,2.26877723,2.26877721
2051,2.40992075,2.40992075,2.24579441,2.24579438
2052,2.61416639,2.61416639,2.25255783,2.25255787
2053,1.86615504,1.86615485,2.26862564,2.26862569
2054,2.82823351,2.82823351,2.24521313,2.24521309
2055,2.64996501,2.64996511,2.26198754,2.26198740
2056,2.28188340,2.28188340,2.27870502,2.27870506
2057,2.34027799,2.34027807,2.24929869,2.24929865
2058,2.41104898,2.41104898,2.25031051,2.25031050
2059,1.61087562,1.61087547,2.21030784,2.21030805
2060,2.45082964,2.45082972,2.21172295,2.21172280
2061,2.45560385,2.45560385,2.24744728,2.24744733
2062,2.76837971,2.76837983,2.22689602,2.22689602
2063,2.23028797,2.23028797,2.25774962,2.25774959
2064,2.64944874,2.64944874,2.22472579,2.22472576
2065,2.23613122,2.23613115,2.27339673,2.27339681
2066,2.68258807,2.68258818,2.25956206,2.25956200
2067,2.91292306,2.91292292,2.24988637,2.24988640
2068,2.34721737,2.34721737,2.25974934,2.25974934
2069,2.41685680,2.41685680,2.28474757,2.28474756
2070,2.19747236,2.19747243,2.30003196,2.30003193
2071,2.18024556,2.18024550,2.27065417,2.27065418
2072,2.45861748,2.45861757,2.28318774,2.28318763
2073,2.62083305,2.62083305,2.27713069,2.27713069
2074,2.31969870,2.31969870,2.28237913,2.28237914
2075,2.35889295,2.35889279,2.28860087,2.28860095
2076,2.67799239,2.67799228,2.27658789,2.27658790
2077,2.42492438,2.42492438,2.27487896,2.27487896
2078,2.50928161,2.50928171,2.26765148,2.26765146
2079,2.22838959,2.22838966,2.26255289,2.26255280
2080,1.68936356,1.68936364,2.24750768,2.24750770
2081,1.90360434,1.90360444,2.23472279,2.23472278
2082,2.21523569,2.21523569,2.26305687,2.26305696
2083,1.76482781,1.76482781,2.25627159,2.25627159
2084,2.19979668,2.19979668,2.24888747,2.24888752
2085,2.32965401,2.32965401,2.25568475,2.25568471
2086,1.94967152,1.94967142,2.25595068,2.25595072
2087,2.44282411,2.44282411,2.26553936,2.26553945
2088,2.57965813,2.57965803,2.28403718,2.28403717
2089,2.31757174,2.31757167,2.29083161,2.29083170
2090,2.34695821,2.34695829,2.29086679,2.29086674
2091,2.29336056,2.29336049,2.27154124,2.27154131
2092,2.44492678,2.44492678,2.26425451,2.26425456
2093,2.17481850,2.17481850,2.28681982,2.28681984
2094,2.48432501,2.48432501,2.25659470,2.25659456
2095,1.82269350,1.82269341,2.25405599,2.25405607
2096,1.84327998,1.84327989,2.26124255,2.26124255
2097,2.85240440,2.85240446,2.25536980,2.25536974
2098,2.40802727,2.40802719,2.25569818,2.25569820
2099,2.57031126,2.57031116,2.27081395,2.27081402
2100,2.26370864,2.26370871,2.25563563,2.25563553
2101,2.64402034,2.64402034,2.26955964,2.26955959
2102,3.07150579,3.07150579,2.22492892,2.22492892
2103,1.97772522,1.97772522,2.27874650,2.27874651
